Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
the ledge 2022,1,Is title 'the ledge 2022' original Netflix content?,"Answer: It is unclear if ""The Ledge 2022"" is original Netflix content as more information is needed to confirm.",14,"Is Netflix title 'the ledge 2022' a Series, Movie, or Documentary?",Answer Movie
bolvar,1,Is title 'bolvar' original Netflix content?,Answer No,6,"Is Netflix title 'bolvar' a Series, Movie, or Documentary?",Answer Series
the lovers 2017,1,Is title 'the lovers 2017' original Netflix content?,Answer No,15,"Is Netflix title 'the lovers 2017' a Series, Movie, or Documentary?",Answer Movie
love in the villa,1,Is title 'love in the villa' original Netflix content?,Answer No,17,"Is Netflix title 'love in the villa' a Series, Movie, or Documentary?",Answer Series
the choice 2016,1,Is title 'the choice 2016' original Netflix content?,Answer No,15,"Is Netflix title 'the choice 2016' a Series, Movie, or Documentary?",Answer Documentary
the tuxedo 2002,1,Is title 'the tuxedo 2002' original Netflix content?,Answer No,15,"Is Netflix title 'the tuxedo 2002' a Series, Movie, or Documentary?",Answer Movie
london has fallen,1,Is title 'london has fallen' original Netflix content?,Answer No,17,"Is Netflix title 'london has fallen' a Series, Movie, or Documentary?",Answer Movie
joyeuse retraite,1,Is title 'joyeuse retraite' original Netflix content?,Answer: No,16,"Is Netflix title 'joyeuse retraite' a Series, Movie, or Documentary?",Answer Movie
dead in tombstone,1,Is title 'dead in tombstone' original Netflix content?,Answer No,17,"Is Netflix title 'dead in tombstone' a Series, Movie, or Documentary?",Answer Movie
stranger things 4,1,Is title 'stranger things 4' original Netflix content?,Answer Yes,17,"Is Netflix title 'stranger things 4' a Series, Movie, or Documentary?",Answer Series
redemption 2013,1,Is title 'redemption 2013' original Netflix content?,Answer No,15,"Is Netflix title 'redemption 2013' a Series, Movie, or Documentary?",Answer Movie
requiem,1,Is title 'requiem' original Netflix content?,Answer No,7,"Is Netflix title 'requiem' a Series, Movie, or Documentary?",Answer Series
wedding agreement,1,Is title 'wedding agreement' original Netflix content?,Answer No,17,"Is Netflix title 'wedding agreement' a Series, Movie, or Documentary?",Answer Movie
i migliori giorni,1,Is title 'i migliori giorni' original Netflix content?,Answer: No,17,"Is Netflix title 'i migliori giorni' a Series, Movie, or Documentary?",Answer: Movie
aspergers are us,1,Is title 'aspergers are us' original Netflix content?,Answer No,16,"Is Netflix title 'aspergers are us' a Series, Movie, or Documentary?",Answer Documentary
split at the root,1,Is title 'split at the root' original Netflix content?,Answer No,17,"Is Netflix title 'split at the root' a Series, Movie, or Documentary?",Answer Documentary
blade runner 2049,1,Is title 'blade runner 2049' original Netflix content?,Answer No,17,"Is Netflix title 'blade runner 2049' a Series, Movie, or Documentary?",Answer Movie
the boy next door,1,Is title 'the boy next door' original Netflix content?,Answer No,17,"Is Netflix title 'the boy next door' a Series, Movie, or Documentary?",Answer Movie
hero mask part l,1,Is title 'hero mask part l' original Netflix content?,Answer Yes,16,"Is Netflix title 'hero mask part l' a Series, Movie, or Documentary?",Answer Series
from time to time,1,Is title 'from time to time' original Netflix content?,Answer: No,17,"Is Netflix title 'from time to time' a Series, Movie, or Documentary?",Answer Movie
love  friendship,1,Is title 'love  friendship' original Netflix content?,Answer No,16,"Is Netflix title 'love  friendship' a Series, Movie, or Documentary?",Answer Movie
free willy 1993,1,Is title 'free willy 1993' original Netflix content?,Answer No,15,"Is Netflix title 'free willy 1993' a Series, Movie, or Documentary?",Answer Movie
stalins daughter,1,Is title 'stalins daughter' original Netflix content?,Answer No,16,"Is Netflix title 'stalins daughter' a Series, Movie, or Documentary?",Answer Documentary
stalingrad 2013,1,Is title 'stalingrad 2013' original Netflix content?,Answer No,15,"Is Netflix title 'stalingrad 2013' a Series, Movie, or Documentary?",Answer Movie
another,1,Is title 'another' original Netflix content?,Answer No,7,"Is Netflix title 'another' a Series, Movie, or Documentary?",Answer Series
apaches,1,Is title 'apaches' original Netflix content?,Answer No,7,"Is Netflix title 'apaches' a Series, Movie, or Documentary?",Answer Series
the kid detective,1,Is title 'the kid detective' original Netflix content?,Answer No,17,"Is Netflix title 'the kid detective' a Series, Movie, or Documentary?",Answer Movie
heiter bis wolkig,1,Is title 'heiter bis wolkig' original Netflix content?,Answer No,17,"Is Netflix title 'heiter bis wolkig' a Series, Movie, or Documentary?",Answer Movie
the polar express,1,Is title 'the polar express' original Netflix content?,Answer No,17,"Is Netflix title 'the polar express' a Series, Movie, or Documentary?",Answer Movie
happy end,1,Is title 'happy end' original Netflix content?,Answer No,9,"Is Netflix title 'happy end' a Series, Movie, or Documentary?",Answer Movie
gemini man 2019,1,Is title 'gemini man 2019' original Netflix content?,Answer No,15,"Is Netflix title 'gemini man 2019' a Series, Movie, or Documentary?",Answer Movie
wonderland 2017,1,Is title 'wonderland 2017' original Netflix content?,Answer No,15,"Is Netflix title 'wonderland 2017' a Series, Movie, or Documentary?",Answer Movie
high flash,1,Is title 'high flash' original Netflix content?,Answer: No,10,"Is Netflix title 'high flash' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
the f word 2013,1,Is title 'the f word 2013' original Netflix content?,Answer No,15,"Is Netflix title 'the f word 2013' a Series, Movie, or Documentary?",Answer Movie
belle,1,Is title 'belle' original Netflix content?,Answer No,5,"Is Netflix title 'belle' a Series, Movie, or Documentary?",Answer Movie
funny girl 1968,1,Is title 'funny girl 1968' original Netflix content?,Answer No,15,"Is Netflix title 'funny girl 1968' a Series, Movie, or Documentary?",Answer Movie
ghost child,1,Is title 'ghost child' original Netflix content?,Answer: No,11,"Is Netflix title 'ghost child' a Series, Movie, or Documentary?",Answer Movie
ghost ship 2002,1,Is title 'ghost ship 2002' original Netflix content?,Answer No,15,"Is Netflix title 'ghost ship 2002' a Series, Movie, or Documentary?",Answer Movie
wonder woman 1984,1,Is title 'wonder woman 1984' original Netflix content?,Answer No,17,"Is Netflix title 'wonder woman 1984' a Series, Movie, or Documentary?",Answer Movie
wrong turn 2003,1,Is title 'wrong turn 2003' original Netflix content?,Answer No,15,"Is Netflix title 'wrong turn 2003' a Series, Movie, or Documentary?",Answer Movie
the bourne legacy,1,Is title 'the bourne legacy' original Netflix content?,Answer No,17,"Is Netflix title 'the bourne legacy' a Series, Movie, or Documentary?",Answer Movie
collateral damage,1,Is title 'collateral damage' original Netflix content?,Answer No,17,"Is Netflix title 'collateral damage' a Series, Movie, or Documentary?",Answer Movie
the banquet,1,Is title 'the banquet' original Netflix content?,Answer No,11,"Is Netflix title 'the banquet' a Series, Movie, or Documentary?",Answer Movie
gnomeo and juliet,1,Is title 'gnomeo and juliet' original Netflix content?,Answer No,17,"Is Netflix title 'gnomeo and juliet' a Series, Movie, or Documentary?",Answer Movie
gold coast lounge,1,Is title 'gold coast lounge' original Netflix content?,Answer No,17,"Is Netflix title 'gold coast lounge' a Series, Movie, or Documentary?",Answer Movie
what a girl wants,1,Is title 'what a girl wants' original Netflix content?,Answer No,17,"Is Netflix title 'what a girl wants' a Series, Movie, or Documentary?",Answer Movie
the bar  el bar,1,Is title 'the bar  el bar' original Netflix content?,Answer No,15,"Is Netflix title 'the bar  el bar' a Series, Movie, or Documentary?",Answer Movie
equinox,1,Is title 'equinox' original Netflix content?,Answer Yes,7,"Is Netflix title 'equinox' a Series, Movie, or Documentary?",Answer Series
goosebumps 2015,1,Is title 'goosebumps 2015' original Netflix content?,Answer No,15,"Is Netflix title 'goosebumps 2015' a Series, Movie, or Documentary?",Answer Movie
hapless,1,Is title 'hapless' original Netflix content?,Answer: No,7,"Is Netflix title 'hapless' a Series, Movie, or Documentary?",Answer: Series
torbaaz,1,Is title 'torbaaz' original Netflix content?,Answer Yes,7,"Is Netflix title 'torbaaz' a Series, Movie, or Documentary?",Answer Movie
together together,1,Is title 'together together' original Netflix content?,Answer No,17,"Is Netflix title 'together together' a Series, Movie, or Documentary?",Answer Movie
deepwater horizon,1,Is title 'deepwater horizon' original Netflix content?,Answer No,17,"Is Netflix title 'deepwater horizon' a Series, Movie, or Documentary?",Answer Movie
arini by loveinc,1,Is title 'arini by loveinc' original Netflix content?,Answer No,16,"Is Netflix title 'arini by loveinc' a Series, Movie, or Documentary?",Answer Series
entrapment 1999,1,Is title 'entrapment 1999' original Netflix content?,Answer No,15,"Is Netflix title 'entrapment 1999' a Series, Movie, or Documentary?",Answer Movie
black rose 2018,1,Is title 'black rose 2018' original Netflix content?,Answer No,15,"Is Netflix title 'black rose 2018' a Series, Movie, or Documentary?",Answer Movie
the lost daughter,1,Is title 'the lost daughter' original Netflix content?,Answer No,17,"Is Netflix title 'the lost daughter' a Series, Movie, or Documentary?",Answer Movie
brothers by blood,1,Is title 'brothers by blood' original Netflix content?,Answer No,17,"Is Netflix title 'brothers by blood' a Series, Movie, or Documentary?",Answer Movie
atithi devo bhava,1,Is title 'atithi devo bhava' original Netflix content?,Answer No,17,"Is Netflix title 'atithi devo bhava' a Series, Movie, or Documentary?",Answer Series
btooom,1,Is title 'btooom' original Netflix content?,Answer No,6,"Is Netflix title 'btooom' a Series, Movie, or Documentary?",Answer Series
studio 666 2022,1,Is title 'studio 666 2022' original Netflix content?,Answer: No,15,"Is Netflix title 'studio 666 2022' a Series, Movie, or Documentary?",Answer Movie
irreplaceable you,1,Is title 'irreplaceable you' original Netflix content?,Answer Yes,17,"Is Netflix title 'irreplaceable you' a Series, Movie, or Documentary?",Answer Movie
nitham oru vaanam,1,Is title 'nitham oru vaanam' original Netflix content?,Answer: No,17,"Is Netflix title 'nitham oru vaanam' a Series, Movie, or Documentary?",Answer: Movie
catching feelings,1,Is title 'catching feelings' original Netflix content?,Answer Yes,17,"Is Netflix title 'catching feelings' a Series, Movie, or Documentary?",Answer Movie
what  if part i,1,Is title 'what  if part i' original Netflix content?,Answer Yes,15,"Is Netflix title 'what  if part i' a Series, Movie, or Documentary?",Answer Series
the womb  inang,1,Is title 'the womb  inang' original Netflix content?,Answer No,15,"Is Netflix title 'the womb  inang' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
sous le mme toit,1,Is title 'sous le mme toit' original Netflix content?,Answer No,16,"Is Netflix title 'sous le mme toit' a Series, Movie, or Documentary?",Answer Movie
charlies country,1,Is title 'charlies country' original Netflix content?,Answer No,16,"Is Netflix title 'charlies country' a Series, Movie, or Documentary?",Answer Movie
go ahead,1,Is title 'go ahead' original Netflix content?,Answer No,8,"Is Netflix title 'go ahead' a Series, Movie, or Documentary?",Answer Series
the last exorcism,1,Is title 'the last exorcism' original Netflix content?,Answer No,17,"Is Netflix title 'the last exorcism' a Series, Movie, or Documentary?",Answer Movie
target number one,1,Is title 'target number one' original Netflix content?,Answer No,17,"Is Netflix title 'target number one' a Series, Movie, or Documentary?",Answer Movie
wolke unterm dach,1,Is title 'wolke unterm dach' original Netflix content?,Answer: No,17,"Is Netflix title 'wolke unterm dach' a Series, Movie, or Documentary?",Answer: Series
light in the dark,1,Is title 'light in the dark' original Netflix content?,Answer: No,17,"Is Netflix title 'light in the dark' a Series, Movie, or Documentary?",Answer Series
the bleeding edge,1,Is title 'the bleeding edge' original Netflix content?,Answer Yes,17,"Is Netflix title 'the bleeding edge' a Series, Movie, or Documentary?",Answer Documentary
steel rain,1,Is title 'steel rain' original Netflix content?,Answer No,10,"Is Netflix title 'steel rain' a Series, Movie, or Documentary?",Answer Movie
together  spolu,1,Is title 'together  spolu' original Netflix content?,Answer: Yes,15,"Is Netflix title 'together  spolu' a Series, Movie, or Documentary?",Answer: Series
take care of maya,1,Is title 'take care of maya' original Netflix content?,Answer: No,17,"Is Netflix title 'take care of maya' a Series, Movie, or Documentary?",Answer Series
cold eyes,1,Is title 'cold eyes' original Netflix content?,Answer No,9,"Is Netflix title 'cold eyes' a Series, Movie, or Documentary?",Answer Movie
the unborn 2009,1,Is title 'the unborn 2009' original Netflix content?,Answer No,15,"Is Netflix title 'the unborn 2009' a Series, Movie, or Documentary?",Answer Movie
little black book,1,Is title 'little black book' original Netflix content?,Answer No,17,"Is Netflix title 'little black book' a Series, Movie, or Documentary?",Answer Movie
compromessi sposi,1,Is title 'compromessi sposi' original Netflix content?,Answer: Yes,17,"Is Netflix title 'compromessi sposi' a Series, Movie, or Documentary?",Answer Series
blacklight 2022,1,Is title 'blacklight 2022' original Netflix content?,Answer: Yes,15,"Is Netflix title 'blacklight 2022' a Series, Movie, or Documentary?",Answer Movie
baazaar,1,Is title 'baazaar' original Netflix content?,Answer No,7,"Is Netflix title 'baazaar' a Series, Movie, or Documentary?",Answer Movie
norm of the north,1,Is title 'norm of the north' original Netflix content?,Answer No,17,"Is Netflix title 'norm of the north' a Series, Movie, or Documentary?",Answer Movie
the ranch part 2,1,Is title 'the ranch part 2' original Netflix content?,Answer Yes,16,"Is Netflix title 'the ranch part 2' a Series, Movie, or Documentary?",Answer Series
wall  wycieczka,1,Is title 'wall  wycieczka' original Netflix content?,Answer: No,15,"Is Netflix title 'wall  wycieczka' a Series, Movie, or Documentary?",Answer: It is unclear as there is no known Netflix title with that exact name.
