Clean_Title,Title_Counts,Clean_Title_Char_Len,is_original_Prompt,Content_Type_Prompt
like father,1,11,Is title 'like father' original Netflix content?,"Is Netflix title 'like father' a Series, Movie, or Documentary?"
merpeople limited series,1,24,Is title 'merpeople limited series' original Netflix content?,"Is Netflix title 'merpeople limited series' a Series, Movie, or Documentary?"
miracles from heaven,1,20,Is title 'miracles from heaven' original Netflix content?,"Is Netflix title 'miracles from heaven' a Series, Movie, or Documentary?"
the iland limited series,1,24,Is title 'the iland limited series' original Netflix content?,"Is Netflix title 'the iland limited series' a Series, Movie, or Documentary?"
web of make believe death lies and the internet,1,47,Is title 'web of make believe death lies and the internet' original Netflix content?,"Is Netflix title 'web of make believe death lies and the internet' a Series, Movie, or Documentary?"
spiderhead,1,10,Is title 'spiderhead' original Netflix content?,"Is Netflix title 'spiderhead' a Series, Movie, or Documentary?"
arrival 2016,1,12,Is title 'arrival 2016' original Netflix content?,"Is Netflix title 'arrival 2016' a Series, Movie, or Documentary?"
safe house 2012,1,15,Is title 'safe house 2012' original Netflix content?,"Is Netflix title 'safe house 2012' a Series, Movie, or Documentary?"
shaft,1,5,Is title 'shaft' original Netflix content?,"Is Netflix title 'shaft' a Series, Movie, or Documentary?"
teenage bounty hunters,1,22,Is title 'teenage bounty hunters' original Netflix content?,"Is Netflix title 'teenage bounty hunters' a Series, Movie, or Documentary?"
the last empress,1,16,Is title 'the last empress' original Netflix content?,"Is Netflix title 'the last empress' a Series, Movie, or Documentary?"
the law of the jungle,1,21,Is title 'the law of the jungle' original Netflix content?,"Is Netflix title 'the law of the jungle' a Series, Movie, or Documentary?"
the main event,1,14,Is title 'the main event' original Netflix content?,"Is Netflix title 'the main event' a Series, Movie, or Documentary?"
train to busan,1,14,Is title 'train to busan' original Netflix content?,"Is Netflix title 'train to busan' a Series, Movie, or Documentary?"
yara,1,4,Is title 'yara' original Netflix content?,"Is Netflix title 'yara' a Series, Movie, or Documentary?"
afterlife of the party,1,22,Is title 'afterlife of the party' original Netflix content?,"Is Netflix title 'afterlife of the party' a Series, Movie, or Documentary?"
black and blue 2019,1,19,Is title 'black and blue 2019' original Netflix content?,"Is Netflix title 'black and blue 2019' a Series, Movie, or Documentary?"
brainchild,1,10,Is title 'brainchild' original Netflix content?,"Is Netflix title 'brainchild' a Series, Movie, or Documentary?"
country comfort,1,15,Is title 'country comfort' original Netflix content?,"Is Netflix title 'country comfort' a Series, Movie, or Documentary?"
encounter,1,9,Is title 'encounter' original Netflix content?,"Is Netflix title 'encounter' a Series, Movie, or Documentary?"
go karts,1,8,Is title 'go karts' original Netflix content?,"Is Netflix title 'go karts' a Series, Movie, or Documentary?"
homemade love story,1,19,Is title 'homemade love story' original Netflix content?,"Is Netflix title 'homemade love story' a Series, Movie, or Documentary?"
i care a lot,1,12,Is title 'i care a lot' original Netflix content?,"Is Netflix title 'i care a lot' a Series, Movie, or Documentary?"
jerry maguire,1,13,Is title 'jerry maguire' original Netflix content?,"Is Netflix title 'jerry maguire' a Series, Movie, or Documentary?"
kengan ashura part l   1 i,1,26,Is title 'kengan ashura part l   1 i' original Netflix content?,"Is Netflix title 'kengan ashura part l   1 i' a Series, Movie, or Documentary?"
little lunch,1,12,Is title 'little lunch' original Netflix content?,"Is Netflix title 'little lunch' a Series, Movie, or Documentary?"
making a murderer part 1,1,24,Is title 'making a murderer part 1' original Netflix content?,"Is Netflix title 'making a murderer part 1' a Series, Movie, or Documentary?"
miu404,1,6,Is title 'miu404' original Netflix content?,"Is Netflix title 'miu404' a Series, Movie, or Documentary?"
my golden kids 2023    2023,1,27,Is title 'my golden kids 2023    2023' original Netflix content?,"Is Netflix title 'my golden kids 2023    2023' a Series, Movie, or Documentary?"
my shy boss,1,11,Is title 'my shy boss' original Netflix content?,"Is Netflix title 'my shy boss' a Series, Movie, or Documentary?"
ripd 2 rise of the damned,1,25,Is title 'ripd 2 rise of the damned' original Netflix content?,"Is Netflix title 'ripd 2 rise of the damned' a Series, Movie, or Documentary?"
school of chocolate,1,19,Is title 'school of chocolate' original Netflix content?,"Is Netflix title 'school of chocolate' a Series, Movie, or Documentary?"
revolutionary love,1,18,Is title 'revolutionary love' original Netflix content?,"Is Netflix title 'revolutionary love' a Series, Movie, or Documentary?"
mixed by erry,1,13,Is title 'mixed by erry' original Netflix content?,"Is Netflix title 'mixed by erry' a Series, Movie, or Documentary?"
lon the professional,1,20,Is title 'lon the professional' original Netflix content?,"Is Netflix title 'lon the professional' a Series, Movie, or Documentary?"
the most beautiful flower,1,25,Is title 'the most beautiful flower' original Netflix content?,"Is Netflix title 'the most beautiful flower' a Series, Movie, or Documentary?"
clueless 1995,1,13,Is title 'clueless 1995' original Netflix content?,"Is Netflix title 'clueless 1995' a Series, Movie, or Documentary?"
collateral limited series,1,25,Is title 'collateral limited series' original Netflix content?,"Is Netflix title 'collateral limited series' a Series, Movie, or Documentary?"
dali  cocky prince,1,18,Is title 'dali  cocky prince' original Netflix content?,"Is Netflix title 'dali  cocky prince' a Series, Movie, or Documentary?"
edens zero,1,10,Is title 'edens zero' original Netflix content?,"Is Netflix title 'edens zero' a Series, Movie, or Documentary?"
extinction,1,10,Is title 'extinction' original Netflix content?,"Is Netflix title 'extinction' a Series, Movie, or Documentary?"
father stu,1,10,Is title 'father stu' original Netflix content?,"Is Netflix title 'father stu' a Series, Movie, or Documentary?"
graceful family,1,15,Is title 'graceful family' original Netflix content?,"Is Netflix title 'graceful family' a Series, Movie, or Documentary?"
in good hands  sen yaamaya bak,1,30,Is title 'in good hands  sen yaamaya bak' original Netflix content?,"Is Netflix title 'in good hands  sen yaamaya bak' a Series, Movie, or Documentary?"
megamind,1,8,Is title 'megamind' original Netflix content?,"Is Netflix title 'megamind' a Series, Movie, or Documentary?"
salt 2010,1,9,Is title 'salt 2010' original Netflix content?,"Is Netflix title 'salt 2010' a Series, Movie, or Documentary?"
the girl in the mirror,1,22,Is title 'the girl in the mirror' original Netflix content?,"Is Netflix title 'the girl in the mirror' a Series, Movie, or Documentary?"
the playing card killer limited series  baraja la firma del asesino miniserie,1,77,Is title 'the playing card killer limited series  baraja la firma del asesino miniserie' original Netflix content?,"Is Netflix title 'the playing card killer limited series  baraja la firma del asesino miniserie' a Series, Movie, or Documentary?"
hereditary,1,10,Is title 'hereditary' original Netflix content?,"Is Netflix title 'hereditary' a Series, Movie, or Documentary?"
the ranch part 8,1,16,Is title 'the ranch part 8' original Netflix content?,"Is Netflix title 'the ranch part 8' a Series, Movie, or Documentary?"
the silent sea,1,14,Is title 'the silent sea' original Netflix content?,"Is Netflix title 'the silent sea' a Series, Movie, or Documentary?"
above suspicion 2019,1,20,Is title 'above suspicion 2019' original Netflix content?,"Is Netflix title 'above suspicion 2019' a Series, Movie, or Documentary?"
always be my maybe,1,18,Is title 'always be my maybe' original Netflix content?,"Is Netflix title 'always be my maybe' a Series, Movie, or Documentary?"
aqu no hay quien viva 2003 temporada 6,1,38,Is title 'aqu no hay quien viva 2003 temporada 6' original Netflix content?,"Is Netflix title 'aqu no hay quien viva 2003 temporada 6' a Series, Movie, or Documentary?"
captain phillips,1,16,Is title 'captain phillips' original Netflix content?,"Is Netflix title 'captain phillips' a Series, Movie, or Documentary?"
faraaz,1,6,Is title 'faraaz' original Netflix content?,"Is Netflix title 'faraaz' a Series, Movie, or Documentary?"
fear street part 1 1994,1,23,Is title 'fear street part 1 1994' original Netflix content?,"Is Netflix title 'fear street part 1 1994' a Series, Movie, or Documentary?"
good will hunting,1,17,Is title 'good will hunting' original Netflix content?,"Is Netflix title 'good will hunting' a Series, Movie, or Documentary?"
heart signal,1,12,Is title 'heart signal' original Netflix content?,"Is Netflix title 'heart signal' a Series, Movie, or Documentary?"
hellhole  ostatnia wieczerza,1,28,Is title 'hellhole  ostatnia wieczerza' original Netflix content?,"Is Netflix title 'hellhole  ostatnia wieczerza' a Series, Movie, or Documentary?"
the great british baking show collection 6,1,42,Is title 'the great british baking show collection 6' original Netflix content?,"Is Netflix title 'the great british baking show collection 6' a Series, Movie, or Documentary?"
the smurfs 2,1,12,Is title 'the smurfs 2' original Netflix content?,"Is Netflix title 'the smurfs 2' a Series, Movie, or Documentary?"
this little love of mine,1,24,Is title 'this little love of mine' original Netflix content?,"Is Netflix title 'this little love of mine' a Series, Movie, or Documentary?"
the hunt 2020,1,13,Is title 'the hunt 2020' original Netflix content?,"Is Netflix title 'the hunt 2020' a Series, Movie, or Documentary?"
the woman in the window,1,23,Is title 'the woman in the window' original Netflix content?,"Is Netflix title 'the woman in the window' a Series, Movie, or Documentary?"
theres someone inside your house,1,32,Is title 'theres someone inside your house' original Netflix content?,"Is Netflix title 'theres someone inside your house' a Series, Movie, or Documentary?"
what happened to monday,1,23,Is title 'what happened to monday' original Netflix content?,"Is Netflix title 'what happened to monday' a Series, Movie, or Documentary?"
along came a spider,1,19,Is title 'along came a spider' original Netflix content?,"Is Netflix title 'along came a spider' a Series, Movie, or Documentary?"
barbie  chelsea the lost birthday,1,33,Is title 'barbie  chelsea the lost birthday' original Netflix content?,"Is Netflix title 'barbie  chelsea the lost birthday' a Series, Movie, or Documentary?"
battle los angeles,1,18,Is title 'battle los angeles' original Netflix content?,"Is Netflix title 'battle los angeles' a Series, Movie, or Documentary?"
charlie and the chocolate factory,1,33,Is title 'charlie and the chocolate factory' original Netflix content?,"Is Netflix title 'charlie and the chocolate factory' a Series, Movie, or Documentary?"
dangerous liaisons  les liaisons dangereuses,1,44,Is title 'dangerous liaisons  les liaisons dangereuses' original Netflix content?,"Is Netflix title 'dangerous liaisons  les liaisons dangereuses' a Series, Movie, or Documentary?"
furioza,1,7,Is title 'furioza' original Netflix content?,"Is Netflix title 'furioza' a Series, Movie, or Documentary?"
holidate,1,8,Is title 'holidate' original Netflix content?,"Is Netflix title 'holidate' a Series, Movie, or Documentary?"
i used to be famous,1,19,Is title 'i used to be famous' original Netflix content?,"Is Netflix title 'i used to be famous' a Series, Movie, or Documentary?"
jojos bizarre adventure golden wind,1,35,Is title 'jojos bizarre adventure golden wind' original Netflix content?,"Is Netflix title 'jojos bizarre adventure golden wind' a Series, Movie, or Documentary?"
lighter  princess lighter and princess,1,38,Is title 'lighter  princess lighter and princess' original Netflix content?,"Is Netflix title 'lighter  princess lighter and princess' a Series, Movie, or Documentary?"
lucy 2014,1,9,Is title 'lucy 2014' original Netflix content?,"Is Netflix title 'lucy 2014' a Series, Movie, or Documentary?"
luna nera,1,9,Is title 'luna nera' original Netflix content?,"Is Netflix title 'luna nera' a Series, Movie, or Documentary?"
men of plastic,1,14,Is title 'men of plastic' original Netflix content?,"Is Netflix title 'men of plastic' a Series, Movie, or Documentary?"
